paper_id,title,authors,cited_paper_ids,year
cs/0106039,Iterative Residual Rescaling: An Analysis and Generalization of LSI,"['Lee Lillian', 'Ando Rie Kubota']",[],2001
cs/0106031,"Complexity Results and Practical Algorithms for Logics in Knowledge
  Representation",['Tobies Stephan'],[],2001
cs/0106025,Information Integration and Computational Logic,"['Kakas Antonis', 'Dimopoulos Yannis']","['cs/9912015', 'cs/0005014']",2001
cs/0106015,"Organizing Encyclopedic Knowledge based on the Web and its Application
  to Question Answering","['Fujii Atsushi', 'Ishikawa Tetsuya']",[],2001
cs/0106014,L.T.Kuzin: Research Program,['Wolfengagen Viacheslav'],[],2001
cs/0106008,"Computing Functional and Relational Box Consistency by Structured
  Propagation in Atomic Constraint Systems",['van Emden M. H.'],[],2001
cs/0106004,Soft Scheduling,['Rudova Hana'],[],2001
cs/0107029,"aspps --- an implementation of answer-set programming with propositional
  schemata",['Truszczynski Deborah East. Miroslaw'],['cs/0107028'],2001
cs/0107028,Propositional satisfiability in answer-set programming,"['East Deborah', 'Truszczynski Miroslaw']",[],2001
cs/0107021,Multidimensional Transformation-Based Learning,"['Ngai Grace', 'Florian Radu']",[],2001
cs/0107020,Transformation-Based Learning in the Fast Lane,"['Ngai Grace', 'Florian Radu']",[],2001
cs/0107019,Applying Natural Language Generation to Indicative Summarization,"['Kan Min-Yen', 'Klavans Judith L.', 'McKeown Kathleen R.']",[],2001
cs/0107018,Combining a self-organising map with memory-based learning,"['Hammerton James', 'Sang Erik F. Tjong Kim']",[],2001
cs/0107017,Learning Computational Grammars,"['Hammerton James', 'Cancedda Nicola', 'Belz Anja', 'Nerbonne John', 'Dejean Herve']","['cmp-lg/9611003', 'cmp-lg/9505040']",2001
cs/0107014,Transformations of CCP programs,"['Gabbrielli Maurizio', 'Meo Maria Chiara', 'Etalle Sandro']",[],2001
cs/0107013,The Logic Programming Paradigm and Prolog,['Apt Krzysztof R.'],[],2001
cs/0107006,"Looking Under the Hood : Tools for Diagnosing your Question Answering
  Engine","['Riloff Ellen', 'Anand Brianne Brown Pranav', 'Breck Eric', 'Light Marc', 'Mann Gideon S.']",[],2001
cs/0107005,The Role of Conceptual Relations in Word Sense Disambiguation,"['Verdejo Felisa', 'Fernandez-Amoros David', 'Gonzalo Julio']",[],2001
cs/0107002,Enhancing Constraint Propagation with Composition Operators,"['Granvilliers Laurent', 'Monfroy Eric']",['cs/0012010'],2001
cs/0108023,Information Extraction Using the Structured Language Model,"['Mahajan Milind', 'Chelba Ciprian']","['cs/9811025v2', 'cs/0108022']",2001
cs/0108022,Portability of Syntactic Structure for Language Modeling,['Chelba Ciprian'],['cs/9811025v2'],2001
cs/0108018,Bipartite graph partitioning and data clustering,"['Simon H.', 'Zha H.', 'He X.', 'Gu M.', 'Ding C.']",[],2001
cs/0108013,"Convergent Approximate Solving of First-Order Constraints by Approximate
  Quantifiers",['Ratschan Stefan'],[],2001
cs/0108008,"Using Methods of Declarative Logic Programming for Intelligent
  Information Agents","['Eiter T.', 'Sabbatini G.', 'Fink M.', 'Tompits H.']",[],2001
cs/0108005,A Bit of Progress in Language Modeling,['Goodman Joshua'],[],2001
cs/0109039,"Testing for Mathematical Lineation in Jim Crace's ""Quarantine"" and T. S.
  Eliot's ""Four Quartets""","['Aoyama Hideaki', 'Constable John']",[],2001
cs/0109023,Integrating Multiple Knowledge Sources for Robust Semantic Parsing,"['Atserias Jordi', 'Padro Lluis', 'Rigau German']",['cmp-lg/9709003v2'],2001
cs/0109020,"Modelling Semantic Association and Conceptual Inheritance for Semantic
  Analysis",['Vaillant Pascal'],[],2001
cs/0109015,Boosting Trees for Anti-Spam Email Filtering,"['Marquez Lluis', 'Carreras Xavier']",[],2001
cs/0109010,Anaphora and Discourse Structure,"['Webber Bonnie', 'Stone Matthew', 'Knott Alistair', 'Joshi Aravind']","['cmp-lg/9504020', 'cmp-lg/9708003v1']",2001
cs/0109006,On Properties of Update Sequences Based on Causal Rejection,"['Eiter T.', 'Sabbatini G.', 'Fink M.', 'Tompits H.']","['cs/0202021', 'cs/0202022']",2001
cond-mat/0109218,Entropic analysis of the role of words in literary texts,"['Zanette Damian H.', 'Montemurro Marcelo A.']",[],2001
cs/0110053,Machine Learning in Automated Text Categorization,['Sebastiani Fabrizio'],[],2001
cs/0110041,Towards Solving the Interdisciplinary Language Barrier Problem,['Paquet Sebastien'],[],2001
cs/0110036,Efficient algorithms for decision tree cross-validation,"['Struyf Jan', 'Blockeel Hendrik']",[],2001
cs/0110027,Part-of-Speech Tagging with Two Sequential Transducers,['Kempe Andre'],[],2001
cs/0110023,Set Unification,"['Rossi Gianfranco', 'Pontelli Enrico', 'Dovier Agostino']",[],2001
cs/0110015,Richer Syntactic Dependencies for Structured Language Modeling,"['Chelba Ciprian', 'Xu Peng']",['cs/9811025v2'],2001
cs/0110014,The Open Language Archives Community and Asian Language Resources,"['Simons Gary', 'Huang Chu-Ren', 'Bird Steven']",[],2001
cs/0110004,"Embedding conditional event algebras into temporal calculus of
  conditionals","['Hoffmann Achim', 'Ramer Arthur', 'Tyszkiewicz Jerzy']",[],2001
cs/0110003,The temporal calculus of conditional objects and conditional events,"['Hoffmann Achim', 'Ramer Arthur', 'Tyszkiewicz Jerzy']",[],2001
cs/0111065,A Statistical Model for Word Discovery in Transcribed Speech,['Venkataraman Anand'],[],2001
cs/0111064,A procedure for unsupervised lexicon learning,['Venkataraman Anand'],[],2001
cs/0111060,Gradient-based Reinforcement Planning in Policy-Search Methods,"['Hutter Marcus', 'Kwee Ivo', 'Schmidhuber Juergen']",[],2001
cs/0111054,The similarity metric,"['Chen Xin', 'Li Ming', 'Ma Bin', 'Vitanyi Paul', 'Li Xin']","['cs/0312044', 'quant-ph/9703022']",2001
cs/0111038,Arc consistency for soft constraints,"['Schiex Thomas', 'Cooper Martin']",['1303.5427'],2001
cs/0111003,The Use of Classifiers in Sequential Inference,"['Punyakanok Vasin', 'Roth Dan']",['cmp-lg/9505040'],2001
cs/0112018,"Fast Context-Free Grammar Parsing Requires Fast Boolean Matrix
  Multiplication",['Lee Lillian'],[],2001
cs/0112015,Rational Competitive Analysis,['Tennenholtz Moshe'],[],2001
cs/0112013,"A Data Mining Framework for Optimal Product Selection in Retail
  Supermarket Data: The Generalized PROFSET Model","['Vanhoof Koen', 'Wets Geert', 'Swinnen Gilbert', 'Brijs Tom', 'Goethals Bart']",[],2001
cs/0112011,Interactive Constrained Association Rule Mining,"['Goethals Bart', 'Bussche Jan Van den']",[],2001
cs/0112007,A Tight Upper Bound on the Number of Candidate Patterns,"['Geerts Floris', 'Goethals Bart', 'Bussche Jan Van den']",[],2001
cs/0112005,"Universal Model for Paraphrasing -- Using Transformation Based on a
  Defined Criteria --","['Isahara Hitoshi', 'Murata Masaki']",['cs/0103010'],2001
cs/0112004,Part of Speech Tagging in Thai Language Using Support Vector Machine,"['Ma Qing', 'Isahara Hitoshi', 'Murata Masaki']",[],2001
cs/0112003,"Using a Support-Vector Machine for Japanese-to-English Translation of
  Tense, Aspect, and Modality","['Ma Qing', 'Isahara Hitoshi', 'Murata Masaki', 'Uchimoto Kiyotaka']",[],2001
